price,total sq. ft.,days to sell,zip code,bedrooms,bathrooms,half bathrooms,year built,garage
568847,2135,212,76040,4,0.0,0,2014,False
405778,1129,86,76020,3,2,0,1968,True
447866,3594,203,76052,5,5.0,1,2012,True
369889,3830,127,76109,4,5.0,1,1956,False
695224,1605,148,76040,2,0.0,0,1931,True
480201,1762,116,76028,3,3.0,1,1939,False
374081,1912,70,76120,2,3.0,1,1983,False
362515,2120,150,76036,3,2.0,1,1941,False
251422,2400,67,76028,2,0.0,0,1951,True
282322,2116,42,76020,3,0.0,0,1997,False
318824,2007,271,76028,3,3.0,1,1977,False
351871,1573,0,76107,4,2.0,1,1993,True
419295,4657,88,76017,6,6.0,1,1959,False
741609,1521,1,76028,4,0.0,0,2003,False
219437,2488,60,76020,4,0.0,0,1981,True
285356,1002,339,76114,2,1,0,2004,True
235487,1683,184,76114,2,0.0,0,1950,True
334385,1800,194,76140,3,0.0,0,1951,False
294270,1928,53,76140,2,0.0,0,1991,False
359823,3509,88,76052,3,4.0,1,2015,True
237405,1389,108,76117,3,2,0,1965,True
248908,1973,5,76135,2,2.0,1,1971,False
455174,2835,74,76052,4,4.0,1,1988,False
212329,1421,244,76114,2,2,0,1930,False
166498,2619,14,75052,4,3.0,1,1941,True
426525,1169,16,76040,3,2,0,2017,True
625036,2875,39,76052,3,4.0,1,1942,True
505145,1555,40,76180,4,3.0,1,1967,False
287780,1795,285,76028,3,2.0,1,1966,False
474447,2979,53,76135,4,4.0,1,1966,False
372985,1430,149,76036,2,2,0,1996,True
371315,2456,114,76028,2,0.0,0,2017,True
473582,2654,116,76135,2,0.0,0,2007,True
298495,1226,92,76020,2,1,0,1995,True
855601,2245,166,76052,3,0.0,0,1939,False
380839,3173,100,76017,4,5.0,1,1962,True
321242,1070,50,76013,3,1,0,2008,True
264017,1418,110,76140,2,2,0,2007,False
706383,3834,7,76092,3,0.0,0,1978,True
223866,2441,396,76140,3,3.0,1,1971,True
333450,1021,56,76013,2,1,0,1938,False
852460,2019,270,76092,2,0.0,0,2009,False
63922,2593,27,75052,4,0.0,0,2012,True
44531,3681,137,75052,4,5.0,1,1944,False
521309,1412,211,76052,3,2,0,1998,True
1019104,2474,267,76092,2,3.0,1,1931,False
318173,2746,39,76135,3,3.0,1,1991,True
380286,3253,145,76052,4,0.0,0,1979,False
1095073,4488,137,76092,6,6.0,1,1999,False
504043,1325,3,76028,2,2,0,1933,True
599028,2819,102,76028,5,5.0,1,1992,True
401739,3431,83,76135,5,5.0,1,1948,False
350974,2082,34,76036,3,0.0,0,2014,False
366794,1472,13,76120,3,1,0,1976,True
599415,3187,154,76135,4,4.0,1,1986,True
228256,1323,28,76117,3,1,0,1975,False
374879,3118,238,76017,3,4.0,1,1965,False
501476,3201,109,76028,4,3.0,1,1954,False
185375,1431,113,76114,2,2,0,2006,True
159229,2585,59,76028,3,3.0,1,1957,False
255170,1644,43,76180,2,0.0,0,1930,True
413418,1887,56,76180,3,2.0,1,1960,False
351252,1263,19,76120,2,1,0,1963,False
548061,3210,341,76126,4,0.0,0,1933,True
187881,2221,65,76040,4,2.0,1,2008,False
33626,6578,196,76109,6,5.0,1,1994,False
1711976,4150,20,76092,6,4.0,1,1972,False
515039,2404,21,76040,2,0.0,0,1968,True
492317,2622,291,76126,2,0.0,0,1991,False
308720,1213,62,76107,2,2,0,1994,False
699970,3390,177,76135,4,5.0,1,1954,True
236810,1295,9,76117,2,1,0,1969,False
74186,6005,41,76109,5,5.0,1,1930,False
227837,1510,54,76020,2,0.0,0,1992,True
568357,3248,290,76126,5,4.0,1,2016,True
1553597,3217,48,76092,3,4.0,1,2009,False
278408,3610,238,76109,3,3.0,1,2010,False
352483,2119,12,76002,2,3.0,1,1984,True
50741,2491,27,75052,4,0.0,0,2018,True
36898,1438,122,76244,3,2,0,2016,False
112190,2906,24,76028,4,4.0,1,1956,False
83908,2956,60,75052,3,4.0,1,1983,False
588441,1944,127,76180,2,0.0,0,1954,True
315078,1702,381,76020,2,2.0,1,2008,False
497884,1724,71,76028,2,0.0,0,1983,False
157090,2315,86,76244,4,0.0,0,1996,True
397194,2197,86,76036,2,0.0,0,1954,True
451218,6747,169,76109,7,6.0,1,2007,False
340510,1413,92,76036,3,1,0,1991,False
346102,1370,95,76107,3,2,0,1975,False
249766,1160,124,76114,3,2,0,1994,False
269756,1628,148,76140,3,0.0,0,1965,True
70023,2737,26,76244,3,0.0,0,1955,False
684235,2130,34,76052,4,0.0,0,1983,True
229939,1297,41,76117,2,1,0,1961,True
1276825,4074,193,76092,6,5.0,1,1933,True
466664,2410,91,76109,4,0.0,0,1988,False
372367,1148,4,76107,3,1,0,2004,True
397982,2138,55,76040,4,2.0,1,1988,False
353560,1372,5,76120,3,1,0,1996,True
379851,2211,39,76002,3,2.0,1,1943,True
182385,2994,163,76040,3,5.0,1,1963,False
927602,2184,32,76092,2,3.0,1,1935,False
282924,1578,228,76013,3,3.0,1,1982,False
394808,1751,88,76120,4,0.0,0,2006,False
353853,1659,117,76040,3,0.0,0,1999,True
1600129,4692,77,76092,6,4.0,1,2005,False
323135,1431,167,76140,3,1,0,2003,True
259884,1709,326,76013,3,0.0,0,1976,True
303712,1316,88,76107,3,1,0,1952,True
302412,2451,34,76036,4,0.0,0,2000,True
777569,3781,5,76052,3,0.0,0,1956,False
269220,1273,52,76109,3,2,0,1963,True
359507,2765,22,76017,3,3.0,1,1955,True
338232,1386,21,76107,2,1,0,1931,True
680900,4499,18,76052,7,6.0,1,2005,True
325607,1716,195,76036,3,3.0,1,1931,True
294562,1927,81,76140,2,2.0,1,2010,False
93401,3099,95,75052,3,0.0,0,1986,True
677733,3745,1,76052,5,3.0,1,1957,False
794208,1114,226,76092,3,2,0,1931,False
363887,2492,175,76017,4,3.0,1,1938,True
288318,1584,362,76013,2,0.0,0,1995,False
190037,2150,35,76114,4,3.0,1,2018,True
269803,1532,39,76013,3,0.0,0,1964,False
577317,3206,19,76052,4,5.0,1,1958,False
49465,2074,403,76244,4,3.0,1,2001,False
350417,1816,136,76020,4,2.0,1,1966,False
990171,5937,3,76092,8,6.0,1,1994,True
298455,1978,90,76140,2,0.0,0,1976,False
335068,1884,28,76109,3,0.0,0,1983,False
421778,3114,44,76126,5,5.0,1,1935,False
208913,1235,22,76114,3,1,0,1970,True
469077,2405,129,76135,4,3.0,1,1994,True
335975,2034,127,76020,2,3.0,1,1999,False
478180,3536,50,76126,4,4.0,1,1934,True
338204,1390,349,76107,2,1,0,2002,False
383972,2069,19,76028,3,0.0,0,1977,False
271458,1855,37,76180,2,0.0,0,1989,True
339851,1552,74,76013,4,0.0,0,1993,True
322560,3189,126,76017,4,4.0,1,1945,True
406435,2120,40,76002,3,0.0,0,2001,True
362976,1869,108,76120,4,0.0,0,1950,False
201274,3727,0,76126,4,3.0,1,1994,False
184680,1427,283,76114,2,2,0,1932,False
711343,2328,109,76040,2,3.0,1,1939,False
233442,1310,257,76117,3,2,0,2008,True
1309987,3002,53,76092,3,5.0,1,2002,False
387772,5727,74,76109,6,6.0,1,1997,False
291299,1415,18,76013,2,2,0,1956,True
183217,2452,0,76126,3,2.0,1,1996,False
389457,7517,272,76109,8,6.0,1,1947,False
382661,1917,78,76020,3,3.0,1,1951,True
142071,2113,319,75052,2,3.0,1,1944,True
302238,1481,134,76036,2,1,0,1979,False
531994,2680,112,76028,2,2.0,1,1936,True
415946,3085,107,76017,3,5.0,1,2016,False
232610,1370,91,76117,2,1,0,1975,True
166748,2304,65,76244,3,2.0,1,1935,True
336629,1788,221,76140,4,0.0,0,2017,True
440048,1859,352,76180,3,0.0,0,2010,True
228833,1492,104,76114,3,1,0,1944,True
499478,12960,152,76109,6,5.0,1,1982,True
816455,4330,27,76092,8,6.0,1,1972,True
342908,1896,25,76135,4,3.0,1,2001,False
626665,3107,104,76092,5,5.0,1,2012,True
376223,5653,15,76109,7,4.0,1,2015,False
28969,2363,3,75052,3,3.0,1,1950,True
419493,1873,8,76020,2,2.0,1,1955,False
497300,2566,5,76040,3,3.0,1,1934,True
248979,1890,81,76020,3,0.0,0,2004,False
323365,2060,33,76020,4,0.0,0,2010,False
269742,1495,7,76114,3,1,0,2007,True
304071,2398,224,76140,3,2.0,1,1975,True
230321,1331,175,76117,3,2,0,2017,True
347709,2535,55,76002,3,2.0,1,2018,False
435191,2840,15,76126,3,3.0,1,2006,True
71965,4680,25,76109,8,6.0,1,2011,False
229166,1833,45,76114,4,3.0,1,2005,False
260865,11199,230,76109,5,5.0,1,1994,False
344518,1609,389,76020,3,0.0,0,1983,True
553768,2526,179,76135,4,2.0,1,2005,True
421883,10084,11,76109,5,4.0,1,1990,False
364434,1345,157,76120,3,2,0,1953,False
246984,2253,219,76020,2,0.0,0,1937,True
364616,4227,19,76109,7,6.0,1,1938,False
349609,1623,28,76120,4,2.0,1,1958,False
384890,2098,2,76017,3,0.0,0,1991,True
555866,3311,0,76052,3,4.0,1,1981,True
346676,1623,9,76036,2,3.0,1,2012,False
348909,1694,84,76002,3,2.0,1,1969,True
346229,1588,200,76013,2,0.0,0,1930,False
630478,2421,62,76052,2,3.0,1,1935,True
233034,1265,401,76117,2,2,0,1963,False
674379,3996,73,76126,5,3.0,1,1959,False
350739,1608,112,76013,2,0.0,0,1941,True
255006,2049,69,76140,4,0.0,0,1944,False
29574,2792,84,75052,3,0.0,0,1957,True
312177,2251,360,76140,4,0.0,0,1949,False
981136,3737,97,76092,3,4.0,1,1993,False
306117,1435,40,76020,2,2,0,2011,False
274714,5592,2,76109,7,6.0,1,1974,True
169447,2909,139,75052,5,4.0,1,1974,False
1430247,5655,46,76092,8,6.0,1,1955,False
270611,2190,152,76036,3,0.0,0,2017,False
402211,4057,248,76040,5,4.0,1,1990,True
426174,2904,60,76028,4,4.0,1,1935,True
781610,3749,55,76052,3,4.0,1,1985,True
484592,1891,5,76135,3,0.0,0,1962,False
877992,4793,37,76092,7,5.0,1,1949,True
605441,11414,125,76109,5,4.0,1,1978,False
273283,1890,70,76036,4,3.0,1,1962,True
140172,1579,256,76244,3,2.0,1,1950,False
295174,3491,196,76017,3,4.0,1,1964,False
302309,2265,93,76140,3,2.0,1,1973,True
574859,3776,75,76052,5,5.0,1,1948,False
328210,2190,152,76036,4,3.0,1,1946,True
310726,2557,48,76002,3,3.0,1,1953,True
306881,1504,1,76013,2,2.0,1,1998,True
1618096,4903,34,76092,6,6.0,1,1940,False
307245,2270,3,76036,2,0.0,0,1960,False
327466,2090,232,76140,3,0.0,0,1945,False
134410,3298,219,76040,3,5.0,1,1949,False
334566,1611,56,76120,2,2.0,1,1934,True
545097,2993,389,76135,5,0.0,0,1976,False
250587,1779,10,76180,2,2.0,1,2004,False
419198,3782,321,76002,3,4.0,1,1998,True
61189,1368,212,75052,2,1,0,1932,False
1428240,5191,57,76092,5,5.0,1,1984,True
174265,2029,23,76020,4,0.0,0,2014,False
192687,1676,2,76180,3,0.0,0,1991,True
329947,2090,75,76036,4,2.0,1,1976,False
206242,1489,183,76114,2,2,0,1965,False
458721,1976,27,76180,4,0.0,0,1988,True
624623,3689,123,76052,4,4.0,1,1986,False
321246,1171,2,76013,3,2,0,2018,False
265567,1517,120,76013,2,2.0,1,1935,True
235296,1357,20,76117,2,1,0,2008,True
27244,2112,10,76244,2,0.0,0,1966,False
281770,1497,0,76013,3,2,0,1947,True
158955,2305,126,75052,2,2.0,1,1934,True
673352,2949,70,76052,3,3.0,1,1981,False
398476,1825,24,76180,4,0.0,0,1937,True
465243,1443,11,76180,2,2,0,1931,True
353149,2306,25,76126,4,0.0,0,1979,False
272774,1767,329,76002,2,0.0,0,1998,False
422856,2088,3,76020,4,3.0,1,1940,False
282793,1482,8,76114,3,2,0,1967,False
346912,1820,12,76180,3,3.0,1,1965,True
370625,1512,17,76107,2,3.0,1,2013,True
302523,1508,25,76013,2,0.0,0,2008,True
252129,1908,28,76180,4,0.0,0,1966,True
170804,1212,360,76114,2,2,0,2014,False
493051,3639,288,76052,3,0.0,0,1993,False
1315446,3969,26,76092,4,4.0,1,1943,True
219268,5011,139,76109,5,6.0,1,1947,False
67355,1809,47,76244,2,2.0,1,2016,False
72581,3079,138,76244,4,5.0,1,1963,True
426773,1692,4,76180,4,2.0,1,1996,False
175687,2306,33,76020,4,2.0,1,1981,False
551334,2677,26,76126,3,3.0,1,1951,False
455343,1746,215,76180,2,2.0,1,1937,False
570546,3676,127,76052,4,3.0,1,1979,False
38995,1612,21,76244,3,2.0,1,1967,False
586308,1648,20,76040,2,0.0,0,1953,False
391097,1523,51,76109,4,2.0,1,2001,True
729339,4224,200,76052,6,5.0,1,1997,True
479994,1446,13,76180,3,1,0,1999,True
671131,2719,225,76040,2,2.0,1,1981,True
346913,2890,5,76017,3,4.0,1,1930,True
264152,1894,360,76114,2,0.0,0,2012,True
207251,1927,296,76020,2,2.0,1,2007,True
209319,5519,116,76109,5,5.0,1,1996,True
211655,1088,1,76020,2,2,0,1991,False
316198,1298,196,76013,3,2,0,1944,True
399058,3005,175,76135,5,5.0,1,2011,True
384126,1519,35,76107,3,3.0,1,2015,True
662313,2179,223,76040,2,0.0,0,1969,False
312670,2085,107,76036,4,2.0,1,2011,True
352684,2984,49,76135,4,0.0,0,1944,False
117992,2824,94,76244,4,4.0,1,1993,False
389989,1528,62,76002,3,3.0,1,1988,True
412381,2067,191,76036,4,0.0,0,1996,True
294740,2086,188,76017,3,0.0,0,2008,True
290312,2890,35,76126,4,0.0,0,1974,False
554639,2439,7,76040,3,2.0,1,2014,True
277445,2294,41,76140,2,2.0,1,1960,True
459498,5290,189,76109,7,6.0,1,2009,False
668581,3582,30,76126,3,0.0,0,1968,True
209818,1896,17,76180,4,3.0,1,1970,False
566270,2565,79,76135,3,2.0,1,1994,False
1082570,4962,164,76092,6,5.0,1,1941,False
225352,2135,26,76028,3,2.0,1,2001,True
368156,1370,25,76107,2,1,0,1951,False
292138,1712,353,76017,4,2.0,1,2002,False
309283,1419,175,76140,3,2,0,1937,True
572413,3097,242,76135,4,4.0,1,1941,False
368345,1270,25,76120,3,2,0,1939,False
281769,2293,334,76140,3,3.0,1,1984,False
455673,1664,182,76020,2,2.0,1,2014,True
117343,2036,114,76244,4,2.0,1,1951,True
791281,2054,235,76126,3,0.0,0,1939,True
615211,2059,113,76135,3,0.0,0,1940,False
514978,1367,102,76040,2,2,0,2018,False
424560,2720,143,76135,4,0.0,0,1989,False
234127,1377,191,76117,3,2,0,2017,False
672571,4915,50,76052,8,4.0,1,1939,True
1754628,3552,280,76092,5,5.0,1,1988,True
319820,3315,6,76002,3,5.0,1,2012,False
356563,2003,361,76135,4,0.0,0,2011,False
724768,2323,75,76052,4,2.0,1,1965,False
611830,3132,59,76126,3,4.0,1,1984,False
329975,1516,318,76013,2,0.0,0,1999,True
609084,3539,364,76028,3,5.0,1,1941,True
237610,1211,68,76140,2,2,0,1940,True
225949,2210,237,76020,4,0.0,0,2016,True
331218,1876,218,76180,4,2.0,1,2015,False
123995,1646,234,76040,3,2.0,1,1936,True
185630,1427,207,76114,3,2,0,1935,True
384963,4338,166,76017,5,6.0,1,1978,True
525487,3525,331,76052,4,5.0,1,2008,False
184430,1837,187,76114,4,0.0,0,1969,True
29466,2261,74,75052,3,2.0,1,1955,False
449391,3194,158,76135,4,4.0,1,1985,False
237158,2029,8,76028,4,0.0,0,1955,True
737962,2855,119,76135,3,5.0,1,1998,True
348573,3031,28,76135,5,3.0,1,1933,True
365048,1583,7,76120,4,0.0,0,1939,True
294716,2170,189,76036,4,0.0,0,1965,True
1173246,3095,263,76092,5,0.0,0,2007,False
123338,2319,229,76244,4,0.0,0,1954,False
450401,3313,263,76017,3,5.0,1,1963,False
368047,1659,32,76107,2,0.0,0,1952,True
485344,2049,326,76052,2,3.0,1,1933,False
319551,1842,102,76036,4,3.0,1,2003,False
415564,1991,20,76017,4,3.0,1,1965,True
1380961,2999,4,76092,4,5.0,1,1974,False
286956,1622,246,76140,3,2.0,1,1990,False
407365,1598,55,76040,4,3.0,1,1944,False
268000,2585,283,76140,2,2.0,1,1956,True
365474,1716,165,76135,2,0.0,0,1997,True
232277,1261,36,76117,3,2,0,1955,False
140239,1682,218,75052,4,0.0,0,1999,True
273928,2344,52,76140,3,0.0,0,1969,False
168162,1754,422,76135,3,0.0,0,1963,False
311308,3505,78,76017,5,0.0,0,2010,True
567946,3517,34,76109,5,3.0,1,1977,True
312640,1243,312,76107,2,2,0,1979,True
183763,1569,22,76114,2,3.0,1,2006,True
229163,1215,282,76114,3,1,0,2013,False
382442,1358,148,76107,3,2,0,2004,True
607468,4210,110,76052,8,6.0,1,1986,True
368018,1332,39,76107,2,1,0,1993,False
251430,1507,250,76013,4,2.0,1,1984,True
359895,2954,36,76052,3,4.0,1,1970,False
228154,2031,21,76180,3,0.0,0,1977,True
340590,2469,25,76040,4,2.0,1,1975,True
617651,2054,182,76180,2,0.0,0,1987,True
242423,1079,36,76020,2,2,0,1984,True
141966,1806,17,76244,3,0.0,0,1989,False
425308,1484,77,76180,2,1,0,1940,False
736725,4457,22,76092,8,5.0,1,1978,True
383846,3654,210,76017,4,4.0,1,2010,True
304822,2253,5,76020,4,0.0,0,1965,True
422032,2683,14,76052,2,3.0,1,1932,False
431587,1888,18,76040,2,0.0,0,2007,False
334510,1444,227,76020,3,2,0,1980,False
530235,1374,81,76135,3,1,0,2015,False
344439,2655,4,76020,2,3.0,1,2012,False
375939,2267,10,76020,3,2.0,1,1997,False
344952,1526,181,76036,3,3.0,1,1973,True
230430,1352,184,76117,3,2,0,1933,True
285563,1329,67,76140,2,1,0,1974,False
294153,2350,150,76002,2,0.0,0,1969,True
463492,2677,110,76002,2,3.0,1,2008,True
389296,3004,187,76017,4,4.0,1,1955,True
302596,2562,78,76140,3,3.0,1,2008,True
186073,2580,149,76244,3,3.0,1,1960,True
41627,1663,0,76244,2,3.0,1,1971,True
323890,1358,5,76013,2,1,0,1955,True
232611,1345,69,76117,3,2,0,1992,True
373258,10407,26,76109,7,4.0,1,1958,False
317711,1766,47,76013,4,0.0,0,1957,False
149318,2357,130,75052,4,2.0,1,1982,True
323645,2038,331,76140,3,3.0,1,1947,True
377244,3521,141,76017,5,5.0,1,1959,False
355717,1782,193,76120,3,0.0,0,1938,False
1588085,4358,44,76092,8,6.0,1,1965,False
530250,3631,115,76052,4,5.0,1,2005,False
387126,2292,33,76126,2,0.0,0,1937,False
285428,2843,376,76140,5,3.0,1,1938,False
318410,1786,273,76180,2,0.0,0,1946,False
364572,1628,97,76120,4,0.0,0,1981,True
292890,2317,60,76140,2,0.0,0,1991,True
467649,3041,108,76028,5,4.0,1,1962,True
356926,1895,119,76120,4,0.0,0,2010,False
746790,1626,107,76040,3,0.0,0,1930,False
460116,1943,143,76020,4,0.0,0,1972,True
314682,1022,32,76028,2,2,0,1986,False
347621,5978,85,76109,7,6.0,1,2010,True
236490,1392,11,76117,3,1,0,1942,True
291390,1473,132,76013,2,1,0,2014,False
314528,1709,20,76013,2,2.0,1,1963,False
313860,2102,18,76013,2,2.0,1,1932,True
573649,2716,183,76135,3,0.0,0,1956,True
241323,1488,0,76140,2,2,0,1941,False
124538,2590,193,76244,4,0.0,0,1951,False
41204,2215,83,75052,4,2.0,1,1948,True
322440,1592,2,76036,4,2.0,1,1953,True
230677,1290,123,76117,2,2,0,1996,True
652587,2523,14,76126,2,0.0,0,1994,True
683697,4025,4,76092,7,5.0,1,2005,False
382913,1040,97,76020,2,1,0,1968,True
205679,2026,48,76114,3,0.0,0,1969,True
440725,4418,189,76109,6,5.0,1,1988,False
527746,2536,3,76052,3,0.0,0,1942,False
585657,3348,42,76126,3,5.0,1,1939,True
1321453,2485,276,76092,2,0.0,0,2000,True
281456,2318,91,76135,4,3.0,1,1973,True
348375,1506,299,76120,2,2.0,1,1985,True
205855,1309,130,76114,3,2,0,2018,False
326891,2353,18,76140,4,0.0,0,1990,True
378225,2724,4,76109,4,0.0,0,2016,False
418899,3858,341,76017,3,0.0,0,2011,False
266267,1982,147,76140,4,2.0,1,1942,False
1311061,4452,4,76092,5,4.0,1,1930,False
375261,3465,108,76017,4,5.0,1,2006,False
194709,2795,240,76028,4,2.0,1,1987,False
118327,2447,0,75052,3,0.0,0,1937,False
305946,3036,220,76028,5,5.0,1,1949,False
274915,3672,64,76017,3,5.0,1,1954,True
525670,2265,324,76040,3,0.0,0,2003,False
379595,2365,55,76135,2,0.0,0,2002,True
338856,1364,212,76107,3,1,0,2007,True
294901,1851,178,76036,2,0.0,0,1998,False
412742,2650,65,76002,2,0.0,0,1998,False
617153,3436,194,76052,4,5.0,1,1943,False
299691,1161,201,76020,3,2,0,2018,True
466690,4320,88,76017,6,5.0,1,1964,False
1189228,5270,339,76092,6,6.0,1,1937,False
362815,2822,188,76135,4,0.0,0,1944,True
64508,2315,100,76244,2,0.0,0,1980,True
325851,1017,0,76036,3,1,0,1962,True
519572,2404,9,76040,4,3.0,1,2000,True
282952,1507,276,76013,4,0.0,0,1979,False
125416,3006,50,75052,4,0.0,0,1972,True
305322,1242,1,76013,3,1,0,1992,True
287560,1661,42,76013,3,0.0,0,2005,False
560746,1867,7,76180,4,3.0,1,2005,False
301705,1387,249,76114,3,1,0,1979,False
1176496,3147,205,76092,4,0.0,0,1974,False
281815,2204,175,76140,4,2.0,1,1980,False
557832,2688,2,76040,3,0.0,0,1970,True
263523,2110,252,76036,3,0.0,0,1934,True
181483,1084,217,76114,2,2,0,1931,True
578289,2275,149,76135,2,3.0,1,1993,True
743861,2560,98,76040,4,0.0,0,1982,True
1142049,4289,98,76092,8,5.0,1,1945,False
1101201,5384,93,76092,8,4.0,1,1961,True
361436,1661,294,76120,4,2.0,1,1939,False
228605,1344,23,76117,2,2,0,2002,True
1117370,5127,49,76092,6,5.0,1,1941,False
356580,1953,178,76020,3,2.0,1,1980,True
254304,2807,64,76140,5,4.0,1,1943,False
729712,3434,140,76052,3,0.0,0,1980,False
118300,1899,50,75052,4,3.0,1,1954,False
276802,1682,272,76020,3,3.0,1,1930,True
657103,2083,67,76040,3,2.0,1,1935,False
371547,1108,89,76002,2,1,0,1974,False
77384,1462,12,76040,2,1,0,1990,True
75554,2003,298,76244,3,3.0,1,1970,True
441183,1674,16,76180,4,0.0,0,1977,False
337206,1498,57,76036,2,2,0,2013,True
283538,1994,70,76036,2,2.0,1,1967,False
489567,2121,235,76180,4,3.0,1,1975,False
256384,1157,71,76140,3,2,0,1962,False
455844,1628,162,76020,3,0.0,0,2011,False
339131,1355,22,76002,3,2,0,1989,False
395771,1540,115,76002,2,0.0,0,1989,True
264632,2542,103,76140,4,2.0,1,1935,False
373304,1419,7,76120,2,1,0,2000,False
463596,1917,64,76180,3,3.0,1,1938,False
526175,1995,68,76040,4,0.0,0,1987,True
178532,1809,28,76114,2,0.0,0,1967,True
376120,1348,65,76107,3,1,0,1990,True
282419,1193,47,76017,3,2,0,1991,True
232989,1268,7,76117,3,2,0,2003,True
